id,disease_type,year,lat,lon,region,subregion,country,location,nearest_town,genus_species,percentage_incidence,disease_remarks,mortality_percentage,diseased_percentage,reference_id,remarks,country_code,source
3298,Dark-spot disease,2003,25.03536667,-80.3638,Americas,U.S. Caribbean,United States,Aggregated Patches,Florida,Siderastrea siderea,,no record,,,,AGGRA,USA,
3299,Dark-spot disease,2003,25.03536667,-80.3638,Americas,U.S. Caribbean,United States,Aggregated Patches,Florida,Siderastrea siderea,,no record,,,,AGGRA,USA,
3300,Disease unspecified,2003,25.03536667,-80.3638,Americas,U.S. Caribbean,United States,Aggregated Patches,Florida,Solenastrea bournonii,,no record,,,,AGGRA,USA,
3301,Dark-spot disease,2003,25.01898333,-80.36701667,Americas,U.S. Caribbean,United States,Sand Island,Florida,Siderastrea siderea,,no record,,,,AGGRA,USA,
3302,Yellow band disease,2003,25.04493333,-80.36986667,Americas,U.S. Caribbean,United States,White Banks Dry Rocks ,Florida,Montastraea faveolata,,no record,,,,AGGRA,USA,
3303,White-band disease,2003,25.01328333,-80.4136,Americas,U.S. Caribbean,United States,Memorial Reef,Florida,Acropora cervicornis,,no record,,,,AGGRA,USA,
3304,Yellow band disease,2003,25.01328333,-80.4136,Americas,U.S. Caribbean,United States,Memorial Reef,Florida,Montastraea faveolata,,no record,,,,AGGRA,USA,
3305,Disease unspecified,2003,24.5494,-80.93389,Americas,U.S. Caribbean,United States,Hens and Chickens ,Florida,Solenastrea bournonii,,no record,,,,AGGRA,USA,
3306,Black-band Disease,2003,24.60516667,-81.1936,Americas,U.S. Caribbean,United States,West of Sombrero HB,Florida,Montastraea faveolata,,no record,,,,AGGRA,USA,
3307,Black-band Disease,2003,24.60516667,-81.1936,Americas,U.S. Caribbean,United States,West of Sombrero HB,Florida,Siderastrea siderea,,no record,,,,AGGRA,USA,
3308,Yellow band disease,2003,24.61655,-81.3911,Americas,U.S. Caribbean,United States,Newfound Harbour Patch,Florida,Montastraea annularis,,no record,,,,AGGRA,USA,
3309,Disease unspecified,2003,24.61655,-81.3911,Americas,U.S. Caribbean,United States,Newfound Harbour Patch,Florida,Siderastrea siderea,,no record,,,,AGGRA,USA,
3310,Yellow band disease,2003,24.5646,-81.39308333,Americas,U.S. Caribbean,United States,Looe Key Patch,Florida,Montastraea faveolata,,no record,,,,AGGRA,USA,
3311,Black-band Disease,2003,24.54607333,-81.40515,Americas,U.S. Caribbean,United States,Looe Key Spa,Florida,Montastraea faveolata,,no record,,,,AGGRA,USA,
3312,Yellow band disease,2003,24.51386667,-81.55965,Americas,U.S. Caribbean,United States,Maryland Shoal,Florida,Montastraea faveolata,,no record,,,,AGGRA,USA,
3313,White-band disease,2003,24.55145,-81.588,Americas,U.S. Caribbean,United States,Washerwoman Patch,Florida,Montastraea faveolata,,no record,,,,AGGRA,USA,
3314,Disease unspecified,2003,24.55145,-81.588,Americas,U.S. Caribbean,United States,Washerwoman Patch,Florida,Porites astreoides,,no record,,,,AGGRA,USA,
3315,Disease unspecified,2003,24.55145,-81.588,Americas,U.S. Caribbean,United States,Washerwoman Patch,Florida,Siderastrea siderea,,no record,,,,AGGRA,USA,
3316,Yellow band disease,2003,24.55193333,-81.7016,Americas,U.S. Caribbean,United States,Boca Chica Patch,Florida,Montastraea faveolata,,no record,,,,AGGRA,USA,
3317,White-band disease,2003,24.49938333,-81.70231667,Americas,U.S. Caribbean,United States,Wser Patch,Florida,Acropora cervicornis,,no record,,,,AGGRA,USA,
3318,Yellow band disease,2003,24.48001667,-81.71458333,Americas,U.S. Caribbean,United States,Western Sambo ER 10,Florida,Montastraea faveolata,,no record,,,,AGGRA,USA,
3319,White-band disease,2003,24.45286667,-81.87518333,Americas,U.S. Caribbean,United States,Sand Key Spa,Florida,Montastraea faveolata,,no record,,,,AGGRA,USA,
3320,Disease unspecified,2003,24.45286667,-81.87518333,Americas,U.S. Caribbean,United States,Sand Key Spa,Florida,Porites astreoides,,no record,,,,AGGRA,USA,
3321,White-band disease,2003,18.29906667,-65.22848333,Americas,U.S. Caribbean,Puerto Rico,Corchos,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3322,White-band disease,2003,18.29906667,-65.22848333,Americas,U.S. Caribbean,Puerto Rico,Corchos,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3323,Patchy necrosis/ white pox,2003,18.29906667,-65.22848333,Americas,U.S. Caribbean,Puerto Rico,Corchos,,Acropora palmata,,no record,,,,AGGRA,PRI,
3324,White plague,2003,18.315,-65.23228333,Americas,U.S. Caribbean,Puerto Rico,Culebrita Reef,,Montastraea annularis,,no record,,,,AGGRA,PRI,
3325,White plague,2003,18.315,-65.23228333,Americas,U.S. Caribbean,Puerto Rico,Culebrita Reef,,Montastraea annularis,,no record,,,,AGGRA,PRI,
3326,White plague,2003,18.315,-65.23228333,Americas,U.S. Caribbean,Puerto Rico,Culebrita Reef,,Montastraea annularis,,no record,,,,AGGRA,PRI,
3327,White-band disease,2003,18.29286667,-65.236,Americas,U.S. Caribbean,Puerto Rico,Corchos South,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3328,White-band disease,2003,18.29286667,-65.236,Americas,U.S. Caribbean,Puerto Rico,Corchos South,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3329,White-band disease,2003,18.29286667,-65.236,Americas,U.S. Caribbean,Puerto Rico,Corchos South,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3330,White-band disease,2003,18.29286667,-65.236,Americas,U.S. Caribbean,Puerto Rico,Corchos South,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3331,White-band disease,2003,18.29286667,-65.236,Americas,U.S. Caribbean,Puerto Rico,Corchos South,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3332,White-band disease,2003,18.29286667,-65.236,Americas,U.S. Caribbean,Puerto Rico,Corchos South,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3333,White-band disease,2003,18.29286667,-65.236,Americas,U.S. Caribbean,Puerto Rico,Corchos South,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3334,White-band disease,2003,18.29286667,-65.236,Americas,U.S. Caribbean,Puerto Rico,Corchos South,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3335,Patchy necrosis/ white pox,2003,18.29286667,-65.236,Americas,U.S. Caribbean,Puerto Rico,Corchos South,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3336,White plague,2003,18.29286667,-65.236,Americas,U.S. Caribbean,Puerto Rico,Corchos South,,Montastraea annularis,,no record,,,,AGGRA,PRI,
3337,White plague,2003,18.29286667,-65.236,Americas,U.S. Caribbean,Puerto Rico,Corchos South,,Montastraea annularis,,no record,,,,AGGRA,PRI,
3338,White plague,2003,18.29286667,-65.236,Americas,U.S. Caribbean,Puerto Rico,Corchos South,,Montastraea faveolata,,no record,,,,AGGRA,PRI,
3339,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3340,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3341,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3342,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3343,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3344,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3345,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3346,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3347,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3348,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3349,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3350,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3351,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3352,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3353,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3354,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3355,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3356,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3357,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3358,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3359,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora palmata,,no record,,,,AGGRA,PRI,
3360,White-band disease,2003,18.3311,-65.24836667,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte,,Acropora palmata,,no record,,,,AGGRA,PRI,
3361,White-band disease,2003,18.33838333,-65.26478333,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte West,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3362,White-band disease,2003,18.33838333,-65.26478333,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte West,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3363,White-band disease,2003,18.33838333,-65.26478333,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte West,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3364,White-band disease,2003,18.33838333,-65.26478333,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte West,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3365,White-band disease,2003,18.33838333,-65.26478333,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte West,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3366,White-band disease,2003,18.33838333,-65.26478333,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte West,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3367,White-band disease,2003,18.33838333,-65.26478333,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte West,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3368,White-band disease,2003,18.33838333,-65.26478333,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte West,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3369,White-band disease,2003,18.33838333,-65.26478333,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte West,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3370,White-band disease,2003,18.33838333,-65.26478333,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte West,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3371,Patchy necrosis/ white pox,2003,18.33838333,-65.26478333,Americas,U.S. Caribbean,Puerto Rico,Cayo Norte West,,Acropora palmata,,no record,,,,AGGRA,PRI,
3372,White-band disease,2003,18.15141667,-65.30475,Americas,U.S. Caribbean,Puerto Rico,Vieques 2,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3373,White-band disease,2003,18.15141667,-65.30475,Americas,U.S. Caribbean,Puerto Rico,Vieques 2,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3374,White-band disease,2003,18.15141667,-65.30475,Americas,U.S. Caribbean,Puerto Rico,Vieques 2,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3375,White-band disease,2003,18.15141667,-65.30475,Americas,U.S. Caribbean,Puerto Rico,Vieques 2,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3376,White-band disease,2003,18.15141667,-65.30475,Americas,U.S. Caribbean,Puerto Rico,Vieques 2,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3377,White-band disease,2003,18.15141667,-65.30475,Americas,U.S. Caribbean,Puerto Rico,Vieques 2,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3378,White-band disease,2003,18.15141667,-65.30475,Americas,U.S. Caribbean,Puerto Rico,Vieques 2,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3379,White-band disease,2003,18.15141667,-65.30475,Americas,U.S. Caribbean,Puerto Rico,Vieques 2,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3380,White-band disease,2003,18.15141667,-65.30475,Americas,U.S. Caribbean,Puerto Rico,Vieques 2,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3381,White-band disease,2003,18.15141667,-65.30475,Americas,U.S. Caribbean,Puerto Rico,Vieques 2,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3382,White-band disease,2003,18.15141667,-65.30475,Americas,U.S. Caribbean,Puerto Rico,Vieques 2,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3383,Patchy necrosis/ white pox,2003,18.33808333,-65.31496667,Americas,U.S. Caribbean,Puerto Rico,Flamenco Reef,,Acropora palmata,,no record,,,,AGGRA,PRI,
3384,White-band disease,2003,18.15713333,-65.3194,Americas,U.S. Caribbean,Puerto Rico,Vieques 1,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3385,White-band disease,2003,18.15713333,-65.3194,Americas,U.S. Caribbean,Puerto Rico,Vieques 1,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3386,Dark-spot disease,2003,18.15713333,-65.3194,Americas,U.S. Caribbean,Puerto Rico,Vieques 1,,Siderastrea siderea,,no record,,,,AGGRA,PRI,
3387,White plague,2003,18.29638333,-65.32683333,Americas,U.S. Caribbean,Puerto Rico,Se Luis Pena,,Montastraea annularis,,no record,,,,AGGRA,PRI,
3388,White plague,2003,18.29638333,-65.32683333,Americas,U.S. Caribbean,Puerto Rico,Se Luis Pena,,Montastraea annularis,,no record,,,,AGGRA,PRI,
3389,Black-band Disease,2003,18.29638333,-65.32683333,Americas,U.S. Caribbean,Puerto Rico,Se Luis Pena,,Montastraea annularis,,no record,,,,AGGRA,PRI,
3390,White plague,2003,18.29638333,-65.32683333,Americas,U.S. Caribbean,Puerto Rico,Se Luis Pena,,Montastraea annularis,,no record,,,,AGGRA,PRI,
3391,White plague,2003,18.29638333,-65.32683333,Americas,U.S. Caribbean,Puerto Rico,Se Luis Pena,,Montastraea annularis,,no record,,,,AGGRA,PRI,
3392,White plague,2003,18.29638333,-65.32683333,Americas,U.S. Caribbean,Puerto Rico,Se Luis Pena,,Montastraea annularis,,no record,,,,AGGRA,PRI,
3393,White plague,2003,18.29638333,-65.32683333,Americas,U.S. Caribbean,Puerto Rico,Se Luis Pena,,Montastraea annularis,,no record,,,,AGGRA,PRI,
3394,White plague,2003,18.29638333,-65.32683333,Americas,U.S. Caribbean,Puerto Rico,Se Luis Pena,,Montastraea annularis,,no record,,,,AGGRA,PRI,
3395,White plague,2003,18.29638333,-65.32683333,Americas,U.S. Caribbean,Puerto Rico,Se Luis Pena,,Montastraea faveolata,,no record,,,,AGGRA,PRI,
3396,White plague,2003,18.29638333,-65.32683333,Americas,U.S. Caribbean,Puerto Rico,Se Luis Pena,,Montastraea faveolata,,no record,,,,AGGRA,PRI,
3397,White plague,2003,18.29638333,-65.32683333,Americas,U.S. Caribbean,Puerto Rico,Se Luis Pena,,Montastraea faveolata,,no record,,,,AGGRA,PRI,
3398,White-band disease,2003,18.31246667,-65.33545,Americas,U.S. Caribbean,Puerto Rico,Punta Vapor,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3399,Dark-spot disease,2003,18.31246667,-65.33545,Americas,U.S. Caribbean,Puerto Rico,Punta Vapor,,Siderastrea siderea,,no record,,,,AGGRA,PRI,
3400,Dark-spot disease,2003,18.31246667,-65.33545,Americas,U.S. Caribbean,Puerto Rico,Punta Vapor,,Siderastrea siderea,,no record,,,,AGGRA,PRI,
3401,White-band disease,2003,18.34215,-65.53301667,Americas,U.S. Caribbean,Puerto Rico,Bajo Blade,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3402,White-band disease,2003,18.34215,-65.53301667,Americas,U.S. Caribbean,Puerto Rico,Bajo Blade,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3403,White plague,2003,18.34215,-65.53301667,Americas,U.S. Caribbean,Puerto Rico,Bajo Blade,,Siderastrea siderea,,no record,,,,AGGRA,PRI,
3404,Black-band Disease,2003,18.36035,-65.53365,Americas,U.S. Caribbean,Puerto Rico,Cayo Diablo,,Colpophyllia natans,,no record,,,,AGGRA,PRI,
3405,White-band disease,2003,18.36035,-65.53365,Americas,U.S. Caribbean,Puerto Rico,Cayo Diablo,,Montastraea faveolata,,no record,,,,AGGRA,PRI,
3406,White-band disease,2003,18.37393333,-65.56978333,Americas,U.S. Caribbean,Puerto Rico,SW Cayo Lobo,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3407,White-band disease,2003,18.37393333,-65.56978333,Americas,U.S. Caribbean,Puerto Rico,SW Cayo Lobo,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3408,White-band disease,2003,18.37393333,-65.56978333,Americas,U.S. Caribbean,Puerto Rico,SW Cayo Lobo,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3409,White-band disease,2003,18.37393333,-65.56978333,Americas,U.S. Caribbean,Puerto Rico,SW Cayo Lobo,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3410,White-band disease,2003,18.35466667,-65.57041667,Americas,U.S. Caribbean,Puerto Rico,Palominito Island,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3411,Dark-spot disease,2003,18.35466667,-65.57041667,Americas,U.S. Caribbean,Puerto Rico,Palominito Island,,Montastraea annularis,,no record,,,,AGGRA,PRI,
3412,White plague,2003,18.35466667,-65.57041667,Americas,U.S. Caribbean,Puerto Rico,Palominito Island,,Montastraea franksi,,no record,,,,AGGRA,PRI,
3413,Disease unspecified,2003,18.35466667,-65.57041667,Americas,U.S. Caribbean,Puerto Rico,Palominito Island,,Porites astreoides,,no record,,,,AGGRA,PRI,
3414,Dark-spot disease,2003,18.35466667,-65.57041667,Americas,U.S. Caribbean,Puerto Rico,Palominito Island,,Siderastrea siderea,,no record,,,,AGGRA,PRI,
3415,White-band disease,2003,18.37773333,-65.5725,Americas,U.S. Caribbean,Puerto Rico,Cayo Lobo,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3416,White-band disease,2003,18.37773333,-65.5725,Americas,U.S. Caribbean,Puerto Rico,Cayo Lobo,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3417,White-band disease,2003,18.37773333,-65.5725,Americas,U.S. Caribbean,Puerto Rico,Cayo Lobo,,Acropora cervicornis,,no record,,,,AGGRA,PRI,
3418,Black-band Disease,2003,18.37773333,-65.5725,Americas,U.S. Caribbean,Puerto Rico,Cayo Lobo,,Diploria strigosa,,no record,,,,AGGRA,PRI,
3419,Black-band Disease,2003,18.37773333,-65.5725,Americas,U.S. Caribbean,Puerto Rico,Cayo Lobo,,Diploria strigosa,,no record,,,,AGGRA,PRI,
3420,White-band disease,2003,26.0569,-80.2078,Americas,U.S. Caribbean,United States,,Broward county reefs,Acropora spp.,61.5,Many (50+) colonies,,,,"Dan Clark, Coral List posting, Sept. 2003",USA,
3421,Black-band Disease,2003,12.6,-61.433333,Americas,Eastern Caribbean,St. Vincent and the Grenadines,,between Union Island and Canouan,Diploria strigosa,,no record,,,,"Claire Morrall, Coral List posting October 2003.",VCT,
3422,Black-band Disease,2003,12.6,-61.433333,Americas,Eastern Caribbean,St. Vincent and the Grenadines,,between Union Island and Canouan,Montastraea annularis,,no record,,,,"Claire Morrall, Coral List posting October 2003.",VCT,
3423,White plague,2003,32.2833,-64.75,Americas,Northern Caribbean,Bermuda,,,Diploria labyrinthiformis,,no record,,,,"Samantha Putron, Coral List October 2003",BMU,
3424,White plague,2003,32.2833,-64.75,Americas,Northern Caribbean,Bermuda,,,Montastraea cavernosa,,no record,,,,"Samantha Putron, Coral List October 2003",BMU,
3425,White plague,2003,32.2833,-64.75,Americas,Northern Caribbean,Bermuda,,,Montastraea franksi,,no record,,,,"Samantha Putron, Coral List October 2003",BMU,
3426,White plague,2003,32.2833,-64.75,Americas,Northern Caribbean,Bermuda,,,Porites astreoides,,no record,,,,"Samantha Putron, Coral List October 2003",BMU,
3427,Black-band Disease,2003,32.2833,-64.75,Americas,Northern Caribbean,Bermuda,,,Diploria strigosa,,no record,,,,"Samantha Putron, Coral List October 2003",BMU,
3428,Black-band Disease,2003,32.2833,-64.75,Americas,Northern Caribbean,Bermuda,,,Montastraea cavernosa,,no record,,,,"Samantha Putron, Coral List October 2003",BMU,
3429,Black-band Disease,2003,32.2833,-64.75,Americas,Northern Caribbean,Bermuda,,,Montastraea franksi,,no record,,,,"Samantha Putron, Coral List October 2003",BMU,
3430,Aspergillosis,2003,32.2833,-64.75,Americas,Northern Caribbean,Bermuda,,,Gorgonia ventalina,,no record,,,,"Samantha Putron, Coral List October 2003",BMU,
3431,Coral hyperplasia,2003,32.2833,-64.75,Americas,Northern Caribbean,Bermuda,,,,,no record,,,,"Samantha Putron, Coral List October 2003",BMU,
3432,Atramentous necrosis,2003,-19.133333,146.833333,Australia,Australia and Papua New Guinea,Australia,Florence Bay,Magnetic Island,Montipora aequituberculata,,no record,,,23102,Black lesions spread within days,AUS,"Jones, R.J., J. Bowyer, O. Hoegh-Guldberg and L. L. Blackall, 2004. Dynamics of a temperature-related coral disease outbreak. Marine Ecology Progress Series 281:63-77"
3433,Atramentous necrosis,2003,-19.133333,146.833333,Australia,Australia and Papua New Guinea,Australia,Bright Point,Magnetic Island,Montipora aequituberculata,,no record,,,23102,Black lesions spread within days,AUS,"Jones, R.J., J. Bowyer, O. Hoegh-Guldberg and L. L. Blackall, 2004. Dynamics of a temperature-related coral disease outbreak. Marine Ecology Progress Series 281:63-77"
3434,White-band disease,2003,14.1833,-80.5667,Americas,Southern Tropical America,Colombia,Serrana Bank,,,,no record,,,,"Source: Juan Armando Sanchez et al., 2003, Coral list posting; General Comments: Disease advanced at around 1cm per day and left near 100% mortality in it's wake",COL,
3435,No disease,2003,-10.42925,105.66725,Australia,Australia and Papua New Guinea,Australia (West),Flying Fish Cove,"West Australia, Christmas Island",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3.5m, % incidence averaged from four consecutive 20m transect sections",AUS_WES,
3436,No disease,2003,-10.42925,105.66725,Australia,Australia and Papua New Guinea,Australia (West),Flying Fish Cove,"West Australia, Christmas Island",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 6.5m, % incidence averaged from four consecutive 20m transect sections",AUS_WES,
3437,No disease,2003,-10.415417,105.6851111,Australia,Australia and Papua New Guinea,Australia (West),Chicken Farm,"West Australia, Christmas Island",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 6m, % incidence averaged from four consecutive 20m transect sections",AUS_WES,
3438,No disease,2003,-10.415417,105.6851111,Australia,Australia and Papua New Guinea,Australia (West),Chicken Farm,"West Australia, Christmas Island",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 11m, % incidence averaged from four consecutive 20m transect sections",AUS_WES,
3439,No disease,2003,-19.668333,63.41305556,Africa,Southwest Indian Ocean,Mauritius,Passe Armand,"Rodrigues, Pt. Monier",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 6m, % incidence averaged from four consecutive 20m transect sections",MUS,
3440,No disease,2003,-19.668333,63.41305556,Africa,Southwest Indian Ocean,Mauritius,Passe Armand,"Rodrigues, Pt. Monier",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 12m, % incidence averaged from four consecutive 20m transect sections",MUS,
3441,No disease,2003,-19.661028,63.43725,Africa,Southwest Indian Ocean,Mauritius,Patte Cappor,"Rodrigues, Port Mathurin",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 6m, % incidence averaged from four consecutive 20m transect sections",MUS,
3442,No disease,2003,25.662917,-79.30891667,Americas,Northern Caribbean,Bahamas,Turtle Rocks,"Bimini, Alice Town",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 2.5m, % incidence averaged from four consecutive 20m transect sections",BHS,
3443,No disease,2003,25.662917,-79.30891667,Americas,Northern Caribbean,Bahamas,Turtle Rocks,"Bimini, Alice Town",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 2m, % incidence averaged from four consecutive 20m transect sections",BHS,
3444,No disease,2003,13.365028,-81.40477778,Americas,Southern Tropical America,Colombia,Bajo San Felipe Profundo,"San Andres Archipelago, Old Providence island",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 12m, % incidence averaged from four consecutive 20m transect sections",COL,
3445,No disease,2003,13.388778,-81.39063889,Americas,Southern Tropical America,Colombia,Channel,"San Andres Archipelago, Old Providence island",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 10.5m, % incidence averaged from four consecutive 20m transect sections",COL,
3446,White plague,2003,12.384833,-69.16002778,Americas,Eastern Caribbean,Netherlands Antilles,Watamula Reef,"Curacao, Westpunt",,0.01,Few (2-50) colonies,,,,"Source: Reef Check, 2005; General Comments: depth was 13m, % incidence averaged from four consecutive 20m transect sections",ANT,
3447,Black-band Disease,2003,13.84,-61.0705,Americas,Eastern Caribbean,St. Lucia,Malgretoute,"Soufriere, ",,1,Few (2-50) colonies,,,,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",LCA,
3448,White-band disease,2003,13.84,-61.0705,Americas,Eastern Caribbean,St. Lucia,Malgretoute,"Soufriere, ",,1,Few (2-50) colonies,,,,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",LCA,
3449,White plague,2003,12.074528,-68.87919444,Americas,Eastern Caribbean,Netherlands Antilles,Jan Thiel,"Curacao, Jan Thiel",,1,Few (2-50) colonies,,,,"Source: Reef Check, 2005; General Comments: depth was 13m, % incidence averaged from four consecutive 20m transect sections",ANT,
3450,Black-band Disease,2003,13.84,-61.0705,Americas,Eastern Caribbean,St. Lucia,Malgretoute,"Soufriere, ",,1,Few (2-50) colonies,,,,"Source: Reef Check, 2005; General Comments: depth was 10m, % incidence averaged from four consecutive 20m transect sections",LCA,
3451,Disease unspecified,2003,12.219472,-68.35955556,Americas,Eastern Caribbean,Netherlands Antilles,Karpata Reserve,"Bonaire, ",,7.5,Few (2-50) colonies,,,,"Source: Reef Check, 2005; General Comments: depth was 10m, % incidence averaged from four consecutive 20m transect sections",ANT,
